pretty,year,mon,mday,hour,min,tzname,utcdate,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
7:00 AM +07 on January 11,2017,2017,1,11,7,0,Asia/Bangkok,23,73,22,72,94,0,0,,,,,3,2,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11004 48376 01530 80000 10226 20220 39957 40104 52010 60104 71062 8452/ 333 20222 59001 60047 70102
10:00 AM +07 on January 11,2017,2017,1,11,10,0,Asia/Bangkok,23,74,23,73,94,3.7,2.3,,,100,East,3,2,1012,29.9,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 11034 48376 21530 81002 10232 20226 39977 40123 52019 76022 8552/ 333 59002 69965
1:00 PM +07 on January 11,2017,2017,1,11,13,0,Asia/Bangkok,25,77,24,74,89,0,0,,,,,3,2,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11064 48376 01530 80000 10250 20235 39956 40101 57021 60021 71062 8552/ 333 59008 60017 70105
4:00 PM +07 on January 11,2017,2017,1,11,16,0,Asia/Bangkok,25,78,24,74,86,5.6,3.5,,,50,NE,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11094 48376 31540 80503 10254 20236 39940 40085 57016 71022 8552/ 333 59004
7:00 PM +07 on January 11,2017,2017,1,11,19,0,Asia/Bangkok,25,77,24,74,90,5.6,3.5,,,50,NE,3,2,1009,29.8,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 11124 48376 01530 80503 10248 20236 39945 40090 51005 60022 76022 8552/ 333 10257 59010 69925 70107
10:00 PM +07 on January 11,2017,2017,1,11,22,0,Asia/Bangkok,24,75,23,74,96,3.7,2.3,,,40,NE,2.5,2,1011,29.85,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 11154 48376 21525 80402 10241 20234 39960 40106 52015 76062 8552/ 333 59010 60046
1:00 AM +07 on January 12,2017,2017,1,12,1,0,Asia/Bangkok,25,76,24,75,94,0,0,,,,,10,6,1010,29.83,-999,-999,-9999,-9999,,,Overcast,cloudy,0,0,0,0,0,0,AAXX 11184 48380 32560 80000 10246 20237 30007 40101 57001 8472/ 333 59007 70016
4:00 AM +07 on January 12,2017,2017,1,12,4,0,Asia/Bangkok,24,75,23,73,93,0,0,,,,,10,6,1008,29.78,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 11214 48380 21560 80000 10240 20230 39990 40084 57017 70262 8472/ 333 59010 60017
7:00 AM +07 on January 12,2017,2017,1,12,7,0,Asia/Bangkok,24,75,23,74,96,0,0,,,,,8,5,1009,29.79,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 12004 48380 01558 80000 10240 20234 39994 40088 52004 60034 76062 8472/ 333 20232 59018 69915 70027
10:00 AM +07 on January 12,2017,2017,1,12,10,0,Asia/Bangkok,25,77,24,75,92,0,0,,,,,10,6,1011,29.86,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 12034 48380 21560 80000 10248 20239 30015 40109 52021 70262 8672/ 333 59014 60027
1:00 PM +07 on January 12,2017,2017,1,12,13,0,Asia/Bangkok,27,81,24,74,75,1.9,1.2,,,110,ESE,10,6,1009,29.79,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 12064 48380 11560 71101 10272 20236 39993 40086 57022 60021 70162 83576 333 59015 70042
4:00 PM +07 on January 12,2017,2017,1,12,16,0,Asia/Bangkok,29,85,23,73,60,3.7,2.3,,,160,SSE,10,6,1007,29.73,-999,-999,-9999,-9999,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,AAXX 12094 48380 32560 71602 10292 20228 39976 40068 57017 85576 333 59014
7:00 PM +07 on January 12,2017,2017,1,12,19,0,Asia/Bangkok,27,81,24,76,81,3.7,2.3,,,140,SE,10,6,1008,29.76,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 12124 48380 32560 61402 10274 20245 39983 40076 52007 82556 333 10294 59015 70036
10:00 PM +07 on January 12,2017,2017,1,12,22,0,Asia/Bangkok,26,78,24,75,89,0,0,,,,,10,6,1009,29.81,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 12154 48380 32560 70000 10257 20241 30000 40094 52017 82556 333 59008
1:00 AM +07 on January 13,2017,2017,1,13,1,0,Asia/Bangkok,22,72,20,69,87,0,0,,,,,4,2,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12184 48376 31940 20000 10220 20205 39949 40096 56002 71020 80005 333 59005 70026
4:00 AM +07 on January 13,2017,2017,1,13,4,0,Asia/Bangkok,20,68,19,66,90,0,0,,,,,4,2,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12214 48376 31540 50000 10198 20188 39942 40090 56007 71020 82536 333 58003
7:00 AM +07 on January 13,2017,2017,1,13,7,0,Asia/Bangkok,19,65,18,64,96,0,0,,,,,5,3,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13004 48376 11950 20000 10186 20178 39952 40100 51009 60034 71020 81035 333 20183 58012 70026
10:00 AM +07 on January 13,2017,2017,1,13,10,0,Asia/Bangkok,26,79,20,68,62,5.6,3.5,,,330,NNW,7,4,1011,29.87,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13034 48376 31957 23303 10260 20202 39969 40114 52017 71000 80005 333 58004
1:00 PM +07 on January 13,2017,2017,1,13,13,0,Asia/Bangkok,30,87,21,70,47,0,0,,,,,7,4,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 13064 48376 31557 20000 10303 20209 39946 40089 57023 70500 81205 333 59002 79999
4:00 PM +07 on January 13,2017,2017,1,13,16,0,Asia/Bangkok,31,88,22,71,48,5.6,3.5,,,200,SSW,6,4,1007,29.73,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 13094 48376 31556 22003 10311 20216 39924 40066 57022 70500 82205 333 59003
7:00 PM +07 on January 13,2017,2017,1,13,19,0,Asia/Bangkok,27,81,19,66,50,5.6,3.5,,,270,West,6,4,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 13124 48376 31956 02703 10270 20187 39941 40085 52017 70500 333 10320 58009
10:00 PM +07 on January 13,2017,2017,1,13,22,0,Asia/Bangkok,24,75,18,65,62,3.7,2.3,,,250,WSW,5,3,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13154 48376 31550 22502 10240 20181 39963 40109 52022 71000 81105 333 58013
1:00 AM +07 on January 14,2017,2017,1,14,1,0,Asia/Bangkok,23,73,19,67,75,0,0,,,,,10,6,1010,29.84,-999,-999,-9999,-9999,,,,,0,0,0,0,0,0,AAXX 13184 48380 32960 00000 10228 20192 30010 40105 57001 333 58012
4:00 AM +07 on January 14,2017,2017,1,14,4,0,Asia/Bangkok,21,69,19,66,86,0,0,,,,,10,6,1010,29.81,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 13214 48380 32960 10000 10206 20187 30000 40095 57010 81041 333 58007
7:00 AM +07 on January 14,2017,2017,1,14,7,0,Asia/Bangkok,20,68,18,64,81,0,0,,,,,10,6,1011,29.86,-999,-999,-9999,-9999,,,Clear,clear,0,0,0,0,0,0,AAXX 14004 48380 32960 30000 10198 20175 30013 40109 52013 80001 333 20197 58012
10:00 AM +07 on January 14,2017,2017,1,14,10,0,Asia/Bangkok,27,80,19,65,52,3.7,2.3,,,310,NW,10,6,1012,29.9,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14034 48380 32560 23102 10269 20186 30029 40123 52017 82542 333 58011
1:00 PM +07 on January 14,2017,2017,1,14,13,0,Asia/Bangkok,31,87,21,69,46,3.7,2.3,,,150,SSE,12,7,1010,29.84,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14064 48380 32562 21502 10308 20206 30012 40104 57017 81201 333 58015
4:00 PM +07 on January 14,2017,2017,1,14,16,0,Asia/Bangkok,33,91,21,70,41,3.7,2.3,,,190,South,12,7,1009,29.79,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14094 48380 32562 21902 10327 20213 39995 40086 57017 81201 333 58016
7:00 PM +07 on January 14,2017,2017,1,14,19,0,Asia/Bangkok,30,85,22,72,56,0,0,,,,,10,6,1010,29.82,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14124 48380 32560 20000 10295 20221 30004 40097 52009 81531 333 10328 58016
10:00 PM +07 on January 14,2017,2017,1,14,22,0,Asia/Bangkok,27,80,25,76,86,0,0,,,,,10,6,1013,29.91,-999,-999,-9999,-9999,,,Clear,clear,0,0,0,0,0,0,AAXX 14154 48380 32960 10000 10267 20247 30033 40127 52029 80001 333 58022
1:00 AM +07 on January 15,2017,2017,1,15,1,0,Asia/Bangkok,22,72,21,69,89,0,0,,,,,4,2,1013,29.92,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14184 48376 31940 20000 10220 20208 39985 40132 51005 71000 81032 333 58025
4:00 AM +07 on January 15,2017,2017,1,15,4,0,Asia/Bangkok,21,70,21,69,97,5.6,3.5,,,270,West,4,2,1012,29.9,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14214 48376 31940 02703 10213 20208 39976 40123 56009 71000 333 58024
7:00 AM +07 on January 15,2017,2017,1,15,7,0,Asia/Bangkok,19,67,19,66,94,0,0,,,,,4,2,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15004 48376 31940 20000 10193 20187 39988 40136 52012 71000 80002 333 20192 58028
10:00 AM +07 on January 15,2017,2017,1,15,10,0,Asia/Bangkok,25,78,20,68,65,5.6,3.5,,,310,NW,5,3,1014,29.96,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15034 48376 31950 23103 10254 20202 39998 40143 52010 71000 80005 333 58016
1:00 PM +07 on January 15,2017,2017,1,15,13,0,Asia/Bangkok,31,87,22,71,51,5.6,3.5,,,90,East,6,4,1012,29.9,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15064 48376 31556 30903 10306 20219 39982 40125 57016 70500 82205 333 58021
4:00 PM +07 on January 15,2017,2017,1,15,16,0,Asia/Bangkok,32,90,21,69,41,0,0,,,,,7,4,1010,29.83,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15094 48376 31557 20000 10324 20206 39959 40101 57023 70500 81205 333 58011
7:00 PM +07 on January 15,2017,2017,1,15,19,0,Asia/Bangkok,27,81,22,72,69,0,0,,,,,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15124 48376 31956 20000 10271 20225 39967 40112 51009 71000 80005 333 10328 58012
10:00 PM +07 on January 15,2017,2017,1,15,22,0,Asia/Bangkok,24,75,22,71,84,0,0,,,,,5,3,1014,29.93,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15154 48376 31950 00000 10240 20217 39988 40135 52021 71000 333 58008
1:00 AM +07 on January 16,2017,2017,1,16,1,0,Asia/Bangkok,22,72,21,69,89,0,0,,,,,5,3,1013,29.92,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15184 48376 31950 20000 10223 20208 39983 40130 56006 71000 80005 333 59002
4:00 AM +07 on January 16,2017,2017,1,16,4,0,Asia/Bangkok,21,70,19,67,87,0,0,,,,,5,3,1012,29.89,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15214 48376 31950 00000 10210 20194 39974 40121 56009 71000 333 59002
7:00 AM +07 on January 16,2017,2017,1,16,7,0,Asia/Bangkok,20,68,19,66,90,0,0,,,,,4,2,1014,29.93,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16004 48376 31940 20000 10198 20188 39987 40135 52013 71000 80005 333 20194 59001
10:00 AM +07 on January 16,2017,2017,1,16,10,0,Asia/Bangkok,26,79,20,69,63,9.3,5.8,,,290,WNW,7,4,1014,29.96,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16034 48376 31957 02905 10259 20204 39999 40145 52012 71000 333 58002
1:00 PM +07 on January 16,2017,2017,1,16,13,0,Asia/Bangkok,31,88,20,69,43,5.6,3.5,,,40,NE,7,4,1012,29.87,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 16064 48376 31557 20403 10313 20203 39973 40115 57026 70500 82305 333 59009
4:00 PM +07 on January 16,2017,2017,1,16,16,0,Asia/Bangkok,33,91,21,70,41,3.7,2.3,,,90,East,7,4,1009,29.81,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 16094 48376 31557 20902 10330 20211 39951 40092 57022 70500 81305 333 59008
10:00 PM +07 on January 16,2017,2017,1,16,22,0,Asia/Bangkok,24,76,21,71,78,0,0,,,,,5,3,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16154 48376 31950 00000 10243 20214 39981 40126 52018 71000 333 59008
1:00 AM +07 on January 17,2017,2017,1,17,1,0,Asia/Bangkok,23,74,21,70,82,0,0,,,,,10,6,1012,29.89,-999,-999,-9999,-9999,,,,,0,0,0,0,0,0,AAXX 16184 48380 32960 00000 10232 20209 30025 40120 57003 333 59007
4:00 AM +07 on January 17,2017,2017,1,17,4,0,Asia/Bangkok,22,72,20,68,83,0,0,,,,,10,6,1012,29.87,-999,-999,-9999,-9999,,,,,0,0,0,0,0,0,AAXX 16214 48380 32960 00000 10220 20200 30020 40115 57005 333 59003
7:00 AM +07 on January 17,2017,2017,1,17,7,0,Asia/Bangkok,21,70,20,68,91,0,0,,,,,8,5,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17004 48380 31958 10000 10213 20199 30031 40127 52011 71000 80001 333 20206 59001
10:00 AM +07 on January 17,2017,2017,1,17,10,0,Asia/Bangkok,27,80,21,69,62,5.6,3.5,,,10,North,10,6,1015,29.98,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17034 48380 32560 30103 10267 20206 30057 40151 52026 81105 333 58010
1:00 PM +07 on January 17,2017,2017,1,17,13,0,Asia/Bangkok,32,89,20,69,42,9.3,5.8,,,100,East,10,6,1012,29.88,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17064 48380 32560 21005 10318 20204 30027 40119 57030 82102 333 58003
4:00 PM +07 on January 17,2017,2017,1,17,16,0,Asia/Bangkok,33,91,20,68,37,5.6,3.5,,,90,East,10,6,1010,29.84,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17094 48380 32560 20903 10328 20200 30011 40103 57016 81105 333 58008
7:00 PM +07 on January 17,2017,2017,1,17,19,0,Asia/Bangkok,29,85,22,72,58,0,0,,,,,10,6,1012,29.89,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17124 48380 32560 30000 10293 20224 30028 40121 52017 81145 333 10331 58015
10:00 PM +07 on January 17,2017,2017,1,17,22,0,Asia/Bangkok,28,82,23,73,67,0,0,,,,,10,6,1014,29.95,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17154 48380 32560 30000 10278 20226 30049 40142 52021 82545 333 58020
1:00 AM +07 on January 18,2017,2017,1,18,1,0,Asia/Bangkok,24,75,22,72,89,0,0,,,,,4,2,1015,29.96,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17184 48376 31540 50000 10240 20224 39999 40146 56001 71020 82506 333 58021
4:00 AM +07 on January 18,2017,2017,1,18,4,0,Asia/Bangkok,23,74,21,71,86,0,0,,,,,4,2,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17214 48376 31540 60000 10232 20214 39991 40138 56008 71022 82536 333 58022
7:00 AM +07 on January 18,2017,2017,1,18,7,0,Asia/Bangkok,23,73,21,70,88,0,0,,,,,4,2,1015,29.98,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18004 48376 31540 80000 10230 20212 30003 40150 52012 71022 8552/ 333 20227 58016
10:00 AM +07 on January 18,2017,2017,1,18,10,0,Asia/Bangkok,25,77,21,70,74,3.7,2.3,,,270,West,4,2,1018,30.05,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18034 48376 31540 82702 10251 20212 30029 40176 52026 71022 8552/ 333 58021
1:00 PM +07 on January 18,2017,2017,1,18,13,0,Asia/Bangkok,30,86,22,71,53,5.6,3.5,,,310,NW,6,4,1015,29.97,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 18064 48376 31556 63103 10302 20218 30006 40149 57023 70522 82536 333 58023
4:00 PM +07 on January 18,2017,2017,1,18,16,0,Asia/Bangkok,31,88,22,72,50,0,0,,,,,5,3,1013,29.91,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 18094 48376 31550 60000 10312 20221 39983 40126 57022 70522 82236 333 58023
7:00 PM +07 on January 18,2017,2017,1,18,19,0,Asia/Bangkok,29,85,23,74,62,0,0,,,,,5,3,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18124 48376 31550 60000 10293 20232 39995 40139 52012 71022 82536 333 10321 58018
10:00 PM +07 on January 18,2017,2017,1,18,22,0,Asia/Bangkok,26,80,23,74,76,0,0,,,,,4,2,1016,30.01,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18154 48376 31540 60000 10264 20232 30015 40161 52020 71022 82536 333 58015
1:00 AM +07 on January 19,2017,2017,1,19,1,0,Asia/Bangkok,25,77,22,72,80,3.7,2.3,,,290,WNW,10,6,1016,29.99,-999,-999,-9999,-9999,,,Clear,clear,0,0,0,0,0,0,AAXX 18184 48380 32960 12902 10252 20222 30062 40156 57003 80001 333 58015
4:00 AM +07 on January 19,2017,2017,1,19,4,0,Asia/Bangkok,24,76,22,72,83,3.7,2.3,,,310,NW,8,5,1014,29.96,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18214 48380 31958 03102 10242 20221 30049 40144 57013 71000 333 58011
7:00 AM +07 on January 19,2017,2017,1,19,7,0,Asia/Bangkok,23,73,22,71,90,0,0,,,,,8,5,1015,29.98,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19004 48380 31558 60000 10230 20215 30055 40150 52006 71010 81536 333 20230 58003
10:00 AM +07 on January 19,2017,2017,1,19,10,0,Asia/Bangkok,27,81,22,72,66,5.6,3.5,,,240,WSW,9,6,1016,30.02,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19034 48380 31559 22403 10272 20220 30071 40165 52016 71000 81531 333 59007
1:00 PM +07 on January 19,2017,2017,1,19,13,0,Asia/Bangkok,32,90,20,69,40,11.1,6.9,,,20,NNE,10,6,1013,29.92,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 19064 48380 32560 20206 10325 20205 30039 40131 57032 82201 333 59016
4:00 PM +07 on January 19,2017,2017,1,19,16,0,Asia/Bangkok,34,93,21,69,37,5.6,3.5,,,60,ENE,12,7,1012,29.88,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 19094 48380 32562 20603 10337 20208 30024 40116 57015 81201 333 59009
7:00 PM +07 on January 19,2017,2017,1,19,19,0,Asia/Bangkok,30,87,21,69,47,0,0,,,,,10,6,1013,29.91,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 19124 48380 32560 20000 10304 20208 30034 40127 52010 81231 333 10338 59015
10:00 PM +07 on January 19,2017,2017,1,19,22,0,Asia/Bangkok,27,81,24,76,80,1.9,1.2,,,320,NW,10,6,1014,29.95,-999,-999,-9999,-9999,,,,,0,0,0,0,0,0,AAXX 19154 48380 32960 03201 10270 20243 30046 40140 52012 333 59019
1:00 AM +07 on January 20,2017,2017,1,20,1,0,Asia/Bangkok,24,76,23,73,88,0,0,,,,,4,2,1016,30,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19184 48376 31940 20000 10245 20229 30013 40159 52011 71000 80005 333 58001
4:00 AM +07 on January 20,2017,2017,1,20,4,0,Asia/Bangkok,23,74,22,71,88,0,0,,,,,4,2,1013,29.92,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19214 48376 31540 60000 10234 20217 39986 40132 57027 71020 82536 333 59014
7:00 AM +07 on January 20,2017,2017,1,20,7,0,Asia/Bangkok,23,73,21,70,87,0,0,,,,,4,2,1014,29.96,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20004 48376 31940 20000 10227 20210 39996 40143 52010 71020 80005 333 20218 59011
10:00 AM +07 on January 20,2017,2017,1,20,10,0,Asia/Bangkok,26,78,23,73,79,0,0,,,,,5,3,1017,30.03,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20034 48376 31550 30000 10256 20226 30021 40167 52026 71000 82305 333 58006
1:00 PM +07 on January 20,2017,2017,1,20,13,0,Asia/Bangkok,30,87,22,72,51,0,0,,,,,5,3,1014,29.95,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 20064 48376 31550 30000 10303 20220 39998 40141 57024 70500 82305 333 58010
4:00 PM +07 on January 20,2017,2017,1,20,16,0,Asia/Bangkok,32,90,21,69,41,3.7,2.3,,,90,East,6,4,1011,29.86,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 20094 48376 31556 20902 10324 20208 39970 40112 57027 70500 82305 333 58001
7:00 PM +07 on January 20,2017,2017,1,20,19,0,Asia/Bangkok,28,82,22,72,66,0,0,,,,,5,3,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20124 48376 31950 20000 10280 20224 39982 40126 52011 71000 80005 333 10338 59004
10:00 PM +07 on January 20,2017,2017,1,20,22,0,Asia/Bangkok,24,76,22,72,85,0,0,,,,,5,3,1015,29.98,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 20154 48376 31950 00000 10243 20224 30003 40150 52022 71000 333 58002
1:00 AM +07 on January 21,2017,2017,1,21,1,0,Asia/Bangkok,24,75,22,71,84,0,0,,,,,10,6,1015,29.97,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 20184 48380 32960 20000 10240 20217 30053 40148 57004 81031 333 58013
4:00 AM +07 on January 21,2017,2017,1,21,4,0,Asia/Bangkok,23,73,21,69,84,0,0,,,,,10,6,1015,29.96,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 20214 48380 32960 20000 10230 20207 30051 40146 57003 81031 333 58023
7:00 AM +07 on January 21,2017,2017,1,21,7,0,Asia/Bangkok,23,73,21,69,85,0,0,,,,,8,5,1016,30.01,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21004 48380 31558 30000 10226 20208 30068 40163 52017 71000 81545 333 20218 58015
10:00 AM +07 on January 21,2017,2017,1,21,10,0,Asia/Bangkok,29,84,19,66,46,3.7,2.3,,,140,SE,10,6,1019,30.09,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 21034 48380 32560 21402 10287 20190 30093 40187 52026 82101 333 58023
1:00 PM +07 on January 21,2017,2017,1,21,13,0,Asia/Bangkok,31,88,19,66,38,7.4,4.6,,,330,NNW,10,6,1016,30.01,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 21064 48380 32560 23304 10312 20189 30067 40160 57026 82101 333 58025
7:00 PM +07 on January 21,2017,2017,1,21,19,0,Asia/Bangkok,28,83,21,69,54,0,0,,,,,10,6,1015,29.98,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 21124 48380 32560 20000 10285 20206 30056 40150 52014 81105 333 10333 58018
10:00 PM +07 on January 21,2017,2017,1,21,22,0,Asia/Bangkok,25,77,21,70,72,0,0,,,,,10,6,1017,30.05,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 21154 48380 32560 10000 10252 20209 30079 40174 52023 81141 333 58022
1:00 AM +07 on January 22,2017,2017,1,22,1,0,Asia/Bangkok,23,73,21,69,84,0,0,,,,,4,2,1018,30.06,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21184 48376 31940 20000 10230 20207 30029 40177 54000 71000 80005 333 58026
4:00 AM +07 on January 22,2017,2017,1,22,4,0,Asia/Bangkok,22,71,21,69,92,0,0,,,,,4,2,1017,30.04,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21214 48376 31940 20000 10218 20206 30025 40173 56004 71000 80005 333 58028
7:00 AM +07 on January 22,2017,2017,1,22,7,0,Asia/Bangkok,22,71,20,69,90,0,0,,,,,4,2,1019,30.09,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 22004 48376 31540 70000 10216 20204 30041 40189 52016 71020 83576 333 20212 58024
10:00 AM +07 on January 22,2017,2017,1,22,10,0,Asia/Bangkok,26,79,20,69,63,0,0,,,,,6,4,1021,30.15,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 22034 48376 31556 30000 10263 20203 30063 40209 52022 71010 82235 333 58021
1:00 PM +07 on January 22,2017,2017,1,22,13,0,Asia/Bangkok,30,85,19,66,44,0,0,,,,,6,4,1017,30.05,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22064 48376 31556 30000 10297 20191 30030 40174 57033 70510 82305 333 58012
4:00 PM +07 on January 22,2017,2017,1,22,16,0,Asia/Bangkok,31,88,18,64,35,7.4,4.6,,,60,ENE,5,3,1014,29.95,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22094 48376 31550 30604 10309 20180 39997 40140 57033 70500 82205 333 58005
7:00 PM +07 on January 22,2017,2017,1,22,19,0,Asia/Bangkok,26,80,19,67,56,0,0,,,,,5,3,1015,29.98,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 22124 48376 31950 00000 10264 20194 30004 40150 51008 71000 333 10317 59002
